1	2 
2	21 
3	22 
4	6 
5	15 
6	8 
7	16 
8	12 17 20 
9	8 
10	16 
11	6 15 23 
12	10 
13	10 
14	16 
15	5 
16	3 
17	24 
18	20 
19	23 
20	13 
21	17 
22	25 
23	24 
24	13 24 25 
25	3 10 23 
26	14 16 25 
27	26 
28	6 
29	13 
30	1 
31	20 
32	17 
33	18 
34	6 
35	17 
36	23 
37	23 
38	3 
39	17 
40	4 
41	21 
42	23 
43	3 6 25 
44	24 
45	1 11 18 
46	25 
47	24 
48	24 
49	21 
50	6 
51	11 
52	8 
53	22 
54	15 
55	14 
56	1 
57	19 
58	21 
59	3 
60	20 
61	3 
62	16 
63	13 
64	3 
65	13 
66	3 
67	6 
68	15 
69	20 
70	6 14 18 
71	20 
72	19 
73	1 
74	1 
75	17 
76	15 
77	24 
78	3 
79	4 
80	21 
81	25 
82	6 10 18 
83	14 
84	3 
85	15 
86	13 
87	26 
88	20 
89	17 
90	14 
91	12 17 18 
92	20 
93	12 13 25 
94	24 
95	3 
96	3 
97	1 
98	14 
99	10 
100	21 
101	5 18 24 
102	17 
103	3 
104	26 
105	4 
106	25 
107	8 
108	26 
109	7 9 24 
110	24 
111	6 21 22 
112	24 
113	14 
114	9 
115	3 
116	13 20 24 
117	17 
118	24 
119	9 
120	22 
121	24 
122	8 
123	3 
124	7 
125	24 
126	7 
127	10 
128	3 
129	3 
130	25 
131	9 
132	14 
133	19 
134	18 
135	7 
136	5 13 14 
137	11 
138	8 
139	18 
140	2 24 25 
141	21 
142	18 
143	17 
144	7 
145	6 
146	13 14 24 
147	25 
148	22 
149	13 
150	19 23 25 
151	12 
152	26 
153	17 
154	3 7 17 
155	25 
156	11 
157	2 
158	13 
159	25 
160	8 
161	3 
162	3 
163	3 13 26 
164	12 
165	13 
166	25 
167	19 
168	13 15 16 
169	12 
170	17 
171	12 
172	3 5 14 
173	25 
174	9 
175	13 
176	23 
177	3 
178	24 
179	3 
180	9 
181	21 
182	2 
183	13 
184	25 
185	8 22 26 
186	6 
187	5 
188	11 
189	14 
190	22 
191	15 16 18 
192	4 18 24 
193	10 
194	14 
195	3 
196	2 6 22 
197	25 
198	25 
199	25 
200	24 
201	25 
202	25 
203	12 
204	1 
205	21 
206	22 
207	22 
208	7 
209	3 
210	20 
211	18 
212	4 
213	11 
214	17 
215	3 
216	18 
217	9 
218	12 
219	6 
220	24 
221	13 
222	16 
223	23 
224	25 
225	6 
226	9 17 18 
227	13 
228	9 
229	11 
230	25 
231	22 
232	16 
233	21 
234	25 
235	24 
236	21 
237	22 
238	18 
239	24 
240	25 
241	8 
242	23 
243	3 
244	10 
245	10 
246	18 
247	21 
248	25 
249	26 
250	20 
251	2 
252	21 
253	8 
254	13 
255	3 
256	21 
257	23 
258	20 
259	4 
260	23 
261	26 
262	15 
263	21 
264	22 
265	12 
266	23 
267	20 22 23 
268	4 
269	23 
270	13 
271	4 
272	17 
273	3 
274	3 
275	4 
276	3 
277	19 
278	9 
279	8 
280	24 
281	3 
282	6 21 25 
283	5 
284	10 
285	21 
286	2 
287	16 
288	21 
289	3 
290	14 
291	6 
292	4 18 23 
293	15 
294	24 
295	7 
296	3 
297	25 
298	14 
299	3 
300	15 
301	6 
302	23 
303	24 
304	20 
305	3 
306	4 
307	18 
308	22 
309	8 13 25 
310	4 
311	6 
312	17 
313	13 
314	9 
315	13 
316	25 
317	5 
318	13 
319	3 
320	3 
321	22 
322	4 
323	25 
324	6 
325	13 
326	21 
327	7 
328	25 
329	19 
330	18 
331	3 13 15 
332	14 
333	13 
334	1 2 17 
335	13 
336	12 
337	23 
338	10 
339	19 
340	24 
341	13 
342	13 14 17 
343	25 
344	12 
345	2 
346	14 
347	3 
348	11 
349	25 
350	6 
351	23 
352	7 
353	21 
354	23 
355	21 
356	20 
357	3 17 25 
358	21 
359	8 
360	7 
361	17 
362	25 
363	11 
364	5 
365	7 
366	6 
367	3 
368	12 
369	20 
370	25 
371	15 
372	25 
373	22 
374	13 
375	26 
376	2 
377	7 
378	23 
379	17 
380	2 
381	24 
382	13 
383	17 
384	16 
385	20 
386	19 
387	25 
388	14 
389	24 
390	23 
391	10 
392	14 
393	25 
394	8 
395	22 
396	16 
397	24 
398	24 
399	1 
400	22 
401	21 
402	3 
403	1 3 10 
404	13 
405	3 
406	3 
407	4 
408	26 
409	8 
410	12 
411	8 17 21 
412	17 
413	2 13 23 
414	8 
415	16 
416	13 
417	19 
418	2 
419	6 
420	3 
421	2 
422	18 
423	20 
424	1 
425	3 
426	25 
427	17 
428	25 
429	20 
430	22 
431	8 
432	9 
433	15 
434	24 
435	16 22 23 
436	25 
437	21 
438	17 
439	20 
440	10 
441	9 
442	2 
443	11 
444	17 
445	13 14 25 
446	24 
447	16 18 25 
448	6 
449	12 
450	1 
451	6 
452	20 
453	9 
454	14 
455	9 
456	1 12 24 
457	14 19 21 
458	17 
459	2 
460	3 
461	21 
462	13 
463	21 
464	6 
465	25 
466	15 16 21 
467	9 
468	24 
469	16 
470	11 22 25 
471	6 13 18 
472	20 
473	18 
474	23 
475	13 22 25 
476	25 
477	15 
478	13 
479	25 
480	23 
481	4 
482	11 
483	10 
484	24 
485	4 13 18 
486	12 
487	5 23 24 
488	12 
489	25 
490	18 
491	23 
492	1 
493	13 
494	13 
495	13 
496	3 21 23 
497	7 
498	22 
499	17 
500	18 
501	10 
502	9 
503	4 
504	15 
505	18 
506	3 
507	25 
508	19 
509	17 19 24 
510	5 
511	13 
512	24 
513	5 8 13 
514	17 
515	21 
516	6 
517	13 
518	15 
519	24 
520	16 
521	24 
522	25 
523	13 
524	5 
525	23 
526	23 
527	3 
528	3 8 23 
529	7 12 18 
530	6 
531	15 
532	14 
533	14 
534	19 
535	9 16 17 
536	9 
537	3 
538	12 
539	10 
540	24 
541	16 
542	21 
543	7 
544	22 
545	14 
546	25 
547	13 
548	13 
549	2 3 22 
550	20 
551	14 24 26 
552	6 
553	16 
554	17 
555	24 
556	22 
557	11 
558	12 
559	13 
560	10 
561	1 
562	2 
563	3 5 11 
564	20 
565	25 
566	19 
567	1 
568	26 
569	21 
570	14 
571	22 
572	6 
573	8 
574	6 
575	3 
576	6 
577	8 15 17 
578	2 
579	13 
580	9 
581	20 
582	25 
583	4 17 24 
584	15 
585	22 
586	13 17 18 
587	10 
588	6 
589	13 
590	2 
591	9 
592	25 
593	25 
594	13 
595	17 
596	10 
597	12 
598	20 
599	18 
600	12 
601	22 
602	14 
603	5 
604	6 
605	21 
606	16 
607	11 
608	6 
609	24 
610	3 
611	21 
612	9 
613	22 
614	9 
615	8 
616	25 
617	23 
618	9 21 26 
619	15 
620	4 
621	15 
622	24 
623	5 
624	4 
625	12 
626	21 
627	14 
628	5 
629	2 
630	9 
631	2 
632	8 
633	15 
634	17 
635	21 
636	3 
637	25 
638	12 
639	23 
640	2 
641	10 
642	25 
643	21 
644	25 
645	3 
646	12 
647	13 
648	13 
649	17 
650	25 
651	25 
652	21 
653	13 
654	17 
655	20 
656	8 
657	20 
658	1 
659	9 
660	25 
661	14 
662	26 
663	14 
664	21 
665	3 
666	18 
667	15 22 23 
668	20 
669	26 
670	26 
671	1 
672	25 
673	4 
674	3 
675	12 
676	26 
677	23 
678	9 
679	6 
680	8 
681	22 
682	19 
683	9 
684	7 
685	13 
686	21 
687	26 
688	3 
689	15 
690	5 
691	25 
692	1 3 18 
693	13 
694	19 
695	14 23 24 
696	8 
697	15 
698	24 
699	17 
700	24 
701	6 
702	12 13 20 
703	9 10 22 
704	6 
705	16 
706	17 
707	17 
708	25 
709	24 
710	16 
711	12 
712	3 
713	19 
714	21 
715	20 
716	5 
717	17 
718	20 
719	7 
720	13 
721	17 
722	18 
723	24 
724	11 
725	12 
726	15 
727	10 
728	12 17 21 
729	4 12 13 
730	20 
731	24 
732	7 
733	13 
734	25 
735	15 
736	21 
737	13 
738	5 
739	13 
740	13 
741	2 
742	10 
743	17 
744	17 
745	6 
746	20 24 25 
747	13 
748	21 
749	8 
750	13 
751	12 
752	10 25 26 
753	3 
754	9 
755	20 
756	21 
757	12 21 25 
758	25 
759	17 
760	15 
761	6 
762	13 
763	25 
764	13 
765	13 
766	25 
767	11 
768	6 
769	6 18 22 
770	13 
771	5 
772	1 21 23 
773	18 
774	16 
775	5 13 24 
776	14 
777	17 
778	13 
779	7 
780	18 
781	6 
782	19 
783	3 
784	6 
785	13 
786	21 
787	20 
788	4 
789	19 
790	21 
791	14 
792	22 
793	13 
794	8 9 19 
795	6 
796	22 
797	15 20 25 
798	13 
799	24 
800	24 
801	26 
802	1 
803	6 
804	1 
805	6 
806	3 13 26 
807	11 
808	25 
809	3 
810	18 
811	3 
812	15 
813	25 
814	24 
815	13 
816	20 
817	19 
818	10 
819	7 24 26 
820	3 13 25 
821	17 
822	7 
823	18 
824	14 
825	26 
826	17 
827	24 
828	3 
829	24 
830	20 
831	6 13 25 
832	20 
833	3 
834	20 
835	4 
836	8 
837	6 12 20 
838	10 
839	4 
840	21 
841	3 
842	14 
843	17 
844	23 
845	15 
846	6 
847	17 
848	12 
849	12 
850	22 
851	22 
852	8 
853	17 
854	13 
855	24 
856	22 
857	26 
858	24 
859	24 
860	25 
861	25 
862	2 
863	3 
864	22 
865	25 
866	10 19 23 
867	4 17 22 
868	4 
869	3 
870	15 
871	13 
872	13 
873	17 
874	14 
875	11 
876	17 
877	13 
878	17 
