1	25 
2	8 
3	7 12 13 14 22 
4	8 
5	17 
6	14 17 19 23 24 
7	25 
8	1 
9	19 
10	12 
11	24 
12	4 5 17 19 22 
13	14 
14	25 
15	16 
16	15 
17	12 
18	14 
19	1 
20	21 
21	24 
22	13 
23	16 
24	21 
25	26 
26	25 
27	7 9 22 25 26 
28	14 
29	26 
30	4 7 12 23 25 
31	8 9 14 18 22 
32	14 
33	11 
34	19 
35	17 
36	22 
37	21 
38	9 12 14 22 25 
39	10 
40	21 
41	20 
42	12 
43	22 
44	17 
45	16 
46	17 
47	21 
48	8 
49	25 
50	9 
51	17 
52	11 
53	8 
54	2 
55	8 
56	4 
57	24 
58	9 
59	7 
60	14 
61	13 
62	9 
63	10 
64	25 
65	4 
66	2 8 14 22 25 
67	22 
68	15 
69	26 
70	19 
71	24 
72	25 
73	12 
74	15 
75	12 
76	24 
77	6 
78	15 
79	15 
80	6 
81	2 14 22 24 25 
82	13 
83	8 
84	24 
85	5 8 14 23 25 
86	18 
87	1 
88	25 
89	22 
90	8 
91	26 
92	13 
93	4 
94	2 4 14 15 17 
95	17 
96	17 
97	9 
98	26 
99	4 9 12 17 18 
100	22 
101	12 15 17 18 23 
102	4 
103	19 
104	15 
105	2 
106	14 
107	22 
108	24 
109	21 
110	25 
111	15 
112	22 
113	9 
114	15 
115	3 
116	22 
117	11 
118	17 
119	14 
120	12 
121	13 
122	17 
123	10 
124	17 
125	19 
126	4 
127	9 
128	17 
129	14 
130	7 
131	10 
132	10 
133	24 
134	4 
135	5 
136	17 
137	1 9 12 22 23 
138	21 
139	22 
140	15 
141	25 
142	12 
143	3 13 22 23 25 
144	14 
145	3 
146	4 
147	22 
148	14 
149	4 
150	6 17 20 22 25 
151	24 
152	17 
153	22 
154	13 
155	1 
156	25 
157	13 
158	25 
159	14 
160	1 
161	25 
162	4 
163	22 
164	1 
165	24 
166	14 
167	22 
168	5 8 9 19 22 
169	22 
170	4 
171	17 
172	7 
173	22 
174	25 
175	25 
176	9 
177	22 
178	24 
179	21 
180	12 
181	4 9 17 22 25 
182	25 
183	12 
184	3 
185	24 
186	22 
187	8 
188	14 
189	13 
190	1 
191	1 
192	2 
193	23 
194	15 
195	17 
196	1 
197	14 
198	16 
199	12 
200	4 14 21 25 26 
201	24 
202	17 
203	12 
204	12 
205	6 
206	4 
207	24 
208	20 
209	7 
210	24 
211	6 
212	9 
213	8 
214	23 
215	14 
216	6 
217	25 
218	23 
219	12 
220	5 
221	9 
222	12 
223	22 
224	1 
225	4 8 9 20 22 
226	5 
227	2 12 13 22 25 
228	1 6 12 16 22 
229	4 15 20 21 24 
230	1 9 12 19 26 
231	7 
232	26 
233	8 
234	14 
235	12 
236	15 
237	14 
238	15 
239	17 
240	13 
241	18 
242	1 
243	14 15 16 21 25 
244	24 
245	26 
246	26 
247	10 
248	6 9 11 14 23 
