1	65
1	304
1	909
1	938
2	360
2	367
2	682
2	687
3	600
3	832
3	869
3	914
4	371
4	738
4	867
4	989
5	478
5	524
5	551
5	939
6	793
6	932
6	961
6	965
7	403
7	596
7	856
7	894
8	745
8	874
8	878
8	901
9	83
9	619
9	941
9	985
10	49
10	452
10	478
10	636
11	56
11	661
11	787
11	994
12	891
12	960
12	980
12	995
13	319
13	375
13	884
13	962
14	642
14	683
14	893
14	962
15	757
15	869
15	900
15	982
16	912
16	936
16	955
16	998
17	662
17	729
17	791
17	990
18	967
18	988
18	992
18	999
19	482
19	767
19	927
19	935
20	843
20	957
20	975
20	977
21	958
21	981
21	983
21	998
22	897
22	928
22	948
22	968
23	767
23	781
23	863
23	974
24	651
24	967
24	992
24	998
25	207
25	703
25	819
25	826
26	899
26	919
26	948
26	968
27	646
27	816
27	897
27	921
28	355
28	710
28	894
28	933
29	188
29	466
29	910
29	959
30	930
30	970
30	971
30	976
31	560
31	863
31	924
31	974
32	892
32	899
32	954
32	956
33	666
33	835
33	915
33	962
34	778
34	882
34	918
34	921
35	106
35	626
35	889
35	941
36	906
36	950
36	961
36	965
37	394
37	735
37	943
37	986
38	692
38	787
38	842
38	874
39	455
39	816
39	897
39	980
40	183
40	238
40	752
40	850
41	803
41	807
41	949
41	972
42	710
42	746
42	765
42	894
43	887
43	893
43	913
43	956
44	380
44	408
44	634
44	952
45	50
45	287
45	845
45	978
46	346
46	882
46	918
46	921
47	121
47	209
47	883
47	923
48	557
48	958
48	987
48	998
49	10
49	636
49	823
49	829
50	45
50	960
50	980
50	989
51	504
51	814
51	908
51	999
52	926
52	950
52	988
52	992
53	743
53	844
53	872
53	890
54	379
54	634
54	757
54	900
55	674
55	981
55	996
55	997
56	11
56	113
56	569
56	831
57	113
57	883
57	923
57	993
58	138
58	835
58	915
58	949
59	709
59	754
59	819
59	893
60	456
60	556
60	792
60	918
61	291
61	570
61	720
61	792
62	643
62	762
62	873
62	877
63	187
63	752
63	787
63	850
64	191
64	560
64	925
64	985
65	1
65	661
65	831
65	994
66	336
66	844
66	962
66	990
67	383
67	939
67	987
67	999
68	613
68	929
68	983
68	998
69	471
69	624
69	852
69	910
69	976
70	480
70	797
70	867
70	952
71	681
71	734
71	801
71	852
72	512
72	627
72	840
72	847
72	907
73	358
73	827
73	865
73	879
74	637
74	763
74	967
74	992
75	154
75	334
75	735
75	985
76	916
76	937
76	955
76	966
77	175
77	745
77	830
77	891
78	173
78	943
78	973
78	986
79	293
79	728
79	969
79	979
80	406
80	624
80	676
80	990
81	107
81	765
81	988
81	992
82	534
82	669
82	774
82	883
83	9
83	856
83	894
83	899
84	477
84	574
84	624
84	648
85	823
85	857
85	883
85	982
85	995
86	908
86	936
86	981
86	999
87	311
87	670
87	961
87	979
88	222
88	787
88	804
88	974
89	413
89	669
89	918
89	921
90	606
90	917
90	971
90	976
91	490
91	625
91	693
91	728
92	473
92	528
92	724
92	952
93	166
93	886
93	894
93	925
94	796
94	876
94	943
94	986
95	235
95	757
95	896
95	900
96	958
96	987
96	988
96	998
97	463
97	882
97	918
97	921
98	207
98	221
98	273
98	353
99	295
99	318
99	659
99	721
100	837
100	853
100	949
100	978
101	615
101	883
101	887
101	909
102	611
102	891
102	976
102	982
103	400
103	403
103	767
103	808
104	699
104	904
104	942
104	962
105	607
105	893
105	909
105	913
106	35
106	585
106	594
106	847
107	81
107	944
107	957
107	977
108	856
108	869
108	886
108	894
109	654
109	703
109	819
109	826
110	434
110	623
110	780
110	784
111	164
111	707
111	904
111	962
112	832
112	914
112	992
112	994
113	56
113	57
113	874
113	878
114	781
114	957
114	975
114	977
115	687
115	980
115	989
115	995
116	615
116	995
116	999
116	1000
117	174
117	524
117	749
117	861
118	531
118	798
118	932
118	961
119	323
119	516
119	635
119	735
120	414
120	558
120	671
120	867
121	47
121	282
121	855
121	887
121	977
121	998
122	152
122	945
122	971
122	976
123	172
123	806
123	855
123	866
124	747
124	908
124	955
124	999
125	169
125	642
125	730
125	884
126	257
126	981
126	996
126	997
127	623
127	780
127	784
127	848
128	406
128	654
128	708
128	978
129	463
129	694
129	792
129	827
130	805
130	905
130	982
130	984
131	312
131	522
131	635
131	869
132	449
132	590
132	719
132	851
132	997
133	681
133	743
133	801
133	852
134	740
134	874
134	878
134	901
135	444
135	614
135	847
135	980
136	710
136	816
136	897
136	991
137	672
137	866
137	901
137	907
137	930
137	946
138	58
138	599
138	850
138	859
139	262
139	516
139	900
139	970
140	792
140	879
140	907
140	945
140	994
141	807
141	915
141	949
141	995
142	496
142	811
142	941
142	985
143	718
143	761
143	797
143	952
144	374
144	729
144	791
144	990
145	658
145	945
145	971
145	976
146	614
146	719
146	935
146	948
147	734
147	828
147	857
147	965
148	599
148	823
148	910
148	959
149	267
149	349
149	517
149	992
150	342
150	589
150	920
150	979
151	572
151	867
151	904
151	962
152	122
152	863
152	864
152	982
153	240
153	546
153	967
153	988
154	75
154	398
154	635
154	817
155	699
155	817
155	889
155	985
156	867
156	921
156	952
156	974
157	790
157	842
157	890
157	988
158	549
158	676
158	826
158	926
159	198
159	569
159	872
159	921
159	949
160	861
160	926
160	988
160	992
161	506
161	626
161	699
161	907
162	823
162	827
162	959
162	996
163	665
163	896
163	899
163	973
164	111
164	981
164	996
164	997
165	780
165	784
165	856
165	939
166	93
166	776
166	894
166	998
167	830
167	940
167	961
167	965
168	507
168	720
168	784
168	894
168	958
169	125
169	741
169	884
169	962
170	782
170	920
170	969
170	979
171	596
171	806
171	855
171	866
172	123
172	631
172	827
172	886
172	968
172	975
173	78
173	585
173	775
173	900
174	117
174	382
174	551
174	805
175	77
175	837
175	915
175	949
176	920
176	931
176	950
176	969
177	964
177	967
177	988
177	992
178	583
178	813
178	948
178	968
179	832
179	909
179	914
179	974
180	726
180	892
180	910
180	956
181	189
181	336
181	850
181	993
182	728
182	983
182	987
182	998
183	40
183	389
183	752
183	994
184	698
184	825
184	873
184	877
185	499
185	677
185	703
185	708
186	613
186	967
186	988
186	992
187	63
187	850
187	876
187	994
188	29
188	763
188	778
188	959
189	181
189	518
189	785
189	850
190	267
190	461
190	791
190	886
190	930
190	946
191	64
191	422
191	571
191	979
192	873
192	877
192	979
192	990
193	252
193	694
193	914
193	994
194	353
194	950
194	961
194	965
195	560
195	712
195	831
195	863
196	339
196	431
196	686
196	720
197	661
197	831
197	966
197	994
198	159
198	981
198	996
198	997
199	911
199	981
199	996
199	997
200	568
200	936
200	955
200	999
201	431
201	730
201	884
201	962
202	389
202	694
202	838
202	961
203	464
203	465
203	859
203	946
204	650
204	762
204	967
204	992
205	215
205	606
205	854
205	871
206	926
206	937
206	950
206	992
207	25
207	98
207	406
207	826
208	701
208	737
208	873
208	877
209	47
209	892
209	896
209	956
210	511
210	846
210	857
210	977
211	578
211	895
211	934
211	966
212	922
212	936
212	955
212	999
213	568
213	712
213	855
213	863
214	481
214	632
214	897
214	991
215	205
215	879
215	931
215	976
215	1000
216	612
216	931
216	969
216	979
217	737
217	833
217	873
217	877
218	957
218	975
218	977
218	989
219	724
219	936
219	955
219	999
220	295
220	510
220	542
220	927
221	98
221	365
221	597
221	975
222	88
222	761
222	841
222	890
223	964
223	986
223	989
223	995
224	527
224	566
224	907
224	973
225	529
225	928
225	948
225	968
226	309
226	545
226	682
226	786
227	695
227	909
227	910
227	985
228	492
228	527
228	774
228	883
229	595
229	690
229	761
229	952
230	481
230	512
230	603
230	671
231	489
231	777
231	816
231	897
232	299
232	686
232	720
232	890
233	756
233	924
233	936
233	999
234	461
234	940
234	950
234	965
235	95
235	757
235	774
235	900
236	766
236	920
236	931
236	979
237	484
237	911
237	987
237	998
238	40
238	754
238	819
238	862
239	305
239	693
239	967
239	988
239	992
240	153
240	434
240	967
240	988
240	992
241	359
241	532
241	768
241	777
241	879
242	797
242	806
242	855
242	866
242	898
243	301
243	430
243	602
243	644
243	838
244	250
244	629
244	742
244	766
244	914
245	395
245	868
245	934
245	966
245	998
246	390
246	879
246	887
246	893
246	909
247	358
247	497
247	757
247	768
247	879
248	700
248	759
248	874
248	878
248	901
249	825
249	961
249	981
249	996
249	997
250	244
250	832
250	914
250	939
250	940
251	259
251	502
251	695
251	909
251	913
252	193
252	563
252	832
252	985
252	994
253	501
253	854
253	871
253	880
253	994
254	695
254	794
254	981
254	996
254	997
255	297
255	613
255	643
255	943
255	946
256	895
256	928
256	948
256	968
256	979
257	126
257	546
257	873
257	877
257	965
258	587
258	859
258	866
258	895
258	946
259	251
259	439
259	595
259	818
259	952
260	639
260	729
260	836
260	910
260	959
261	855
261	917
261	940
261	945
261	971
262	139
262	388
262	391
262	449
262	858
263	960
263	980
263	989
263	997
263	1000
264	753
264	969
264	979
264	993
264	994
265	710
265	886
265	894
265	921
265	953
266	697
266	709
266	754
266	810
266	819
267	149
267	190
267	517
267	581
267	818
268	457
268	859
268	908
268	942
268	946
269	953
269	964
269	973
269	995
269	1000
270	630
270	838
270	965
270	966
270	975
271	898
271	934
271	937
271	966
271	1000
272	683
272	884
272	904
272	955
272	962
273	98
273	569
273	747
273	831
273	949
273	991
274	393
274	541
274	565
274	951
274	978
275	828
275	980
275	989
