1	7	
2	11	
3	6	
4	3	
5	38	
6	37	
7	43	
8	27	
9	48	
10	27	
11	35	
12	13	
13	28	
14	47	
15	38	
16	21	34
17	3	
18	4	
19	44	
20	24	
21	34	
22	3	
23	36	
24	6	
25	46	
26	3	
27	40	
28	20	
29	4	
30	13	
31	4	
32	24	
33	44	
34	38	
35	47	
36	23	
37	25	
38	25	
39	45	
40	14	
41	27	46
42	44	
43	45	
44	30	
45	5	38
46	27	
47	12	
48	12	
49	44	
50	13	
51	10	
52	31	
53	35	
54	10	
55	19	
56	36	
57	30	
58	1	
59	45	
60	23	
61	48	
62	5	
63	44	
64	41	
65	40	
66	37	44
67	19	
68	5	
69	41	
70	27	
71	47	
72	9	
73	38	
74	2	
75	26	
76	40	
77	45	
78	23	
79	11	
80	5	
81	26	
82	27	
83	16	
84	7	
85	9	11
86	47	
87	37	
88	11	
89	48	
90	18	
91	12	
92	36	
93	34	
94	7	
95	11	
96	17	
97	23	
98	19	
99	23	
100	26	
101	26	
102	13	
103	24	
104	27	31
105	30	
106	25	
107	43	
108	41	
109	10	
110	24	
111	25	
112	10	
113	39	
114	4	
115	30	
116	41	
117	35	
118	3	
119	7	
120	10	
121	27	
122	48	
123	14	
124	44	
125	26	
126	45	
127	36	40
128	42	
129	33	
130	34	
131	45	
132	12	
133	25	
134	41	
135	36	
136	24	
137	9	
138	37	
139	47	
140	30	
141	23	
142	16	
143	13	
144	10	
145	37	
146	36	
147	17	
148	12	
149	25	
150	36	
151	15	
152	47	
153	16	24
154	32	
155	25	
156	24	
157	8	
158	43	
159	12	45
160	26	
161	28	
162	42	
163	41	
164	48	
165	44	
166	25	
167	23	
168	7	
169	13	
170	12	
171	36	
172	11	
173	21	
174	21	
175	40	
176	24	
177	1	
178	4	
179	23	
180	18	
181	26	
182	23	
183	30	48
184	12	
185	36	
186	44	
187	47	
188	47	
189	25	
190	10	
191	31	
192	27	
193	44	
194	38	
195	22	
196	27	
197	6	
198	32	40
199	33	
200	18	
201	43	
202	10	
203	1	
204	28	
205	41	
206	18	
207	34	
208	2	
209	30	
210	8	
211	27	
212	3	
213	38	
214	11	
215	16	
216	44	
217	43	
218	27	
219	6	
220	40	
221	24	
222	15	31
223	23	
224	8	
225	42	
226	17	
227	41	
228	31	
229	24	
230	25	
231	25	41
232	12	
233	41	
234	5	6
235	36	
236	44	
237	21	
238	23	
239	41	
240	39	
241	3	
242	11	16
243	7	28
244	28	
245	4	
246	45	
247	5	36
248	44	
249	6	37
250	9	42
251	48	
252	35	44
253	28	
254	41	
255	18	
256	1	
257	20	
258	41	
259	38	
260	30	
261	35	
262	27	
263	24	
264	12	
265	15	
266	12	
267	24	44
268	22	
269	48	
270	19	
271	9	
272	35	
273	34	
274	25	
275	18	
276	7	9
277	16	
278	46	
279	26	
280	10	
281	7	
282	23	
283	32	
284	26	
285	40	
286	42	
287	13	
288	17	
289	44	
290	34	
291	44	
292	42	
293	15	24
294	33	
295	6	
296	44	
297	2	
298	20	
299	1	
300	40	
301	27	
302	24	
303	24	
304	37	
305	36	
306	7	
307	21	
308	44	
309	12	
310	1	
311	41	
312	15	
313	14	
314	47	
315	4	
316	22	
317	11	
318	43	
319	16	
320	7	
321	12	
322	24	
323	13	
324	47	
325	38	
326	42	
327	17	
328	32	35
329	17	
330	16	
331	16	
332	6	13
333	25	
334	25	
335	43	
336	40	
337	41	
338	46	
339	7	
340	17	
341	38	
342	20	47
343	36	
344	4	
345	41	
346	37	
347	33	
348	3	
349	5	35
350	25	27
351	22	
352	18	
353	5	
354	21	
355	36	
356	44	
357	15	
358	29	
359	29	
360	32	
361	15	
362	46	
363	4	
364	9	
365	2	
366	18	30
367	14	
368	37	
369	33	
370	48	
371	30	
372	12	
373	2	
374	18	
375	18	
376	21	
377	39	
378	12	
379	6	
380	1	
381	15	
382	21	
383	27	41
384	18	
385	37	
386	28	
387	47	
388	23	
389	10	
390	37	
391	27	
392	45	
393	2	17
394	14	
395	35	
396	16	
397	13	
398	39	
399	2	
400	33	
401	48	
402	37	
403	26	
404	48	
405	33	
406	45	
407	33	
408	11	
409	48	
410	3	
411	34	
412	21	
413	4	
414	39	
415	29	
416	21	
417	7	
418	4	
419	27	
420	30	
421	29	
422	38	
423	45	
424	32	
425	13	
426	19	
427	6	
428	35	
429	3	37
430	31	
431	1	
432	21	
433	42	
434	47	
435	18	
436	24	
437	19	
438	31	46
439	27	
440	30	
441	27	
442	22	
443	6	
444	22	
445	48	
446	5	
447	28	
448	34	
449	47	
450	46	
451	47	
452	31	
453	21	
454	35	
455	23	
456	7	
457	46	
458	35	
459	21	
460	6	
461	18	
462	39	
463	19	
464	15	
465	41	
466	36	
467	48	
468	17	35
469	23	
470	32	
471	3	
472	9	
473	24	47
474	33	
475	4	
476	12	
477	17	
478	20	
479	33	
480	35	
481	47	
482	44	
483	13	
484	24	
485	33	35
486	6	
487	46	
488	2	
489	29	
490	44	
491	40	
492	42	
493	2	
494	44	
495	21	
496	2	46
497	3	
498	6	9
499	45	
500	10	
501	41	
502	3	
503	23	
504	30	
505	3	
506	9	27
507	2	
508	10	
509	18	40
510	36	
511	46	
512	41	
513	32	
514	28	
515	27	
516	17	
517	8	
518	7	30
519	41	
520	12	18
521	24	
522	32	48
523	46	
524	26	
525	2	
526	25	
527	29	
528	19	
529	16	
530	26	
531	48	
532	4	
533	12	
534	10	
535	29	
536	12	
537	29	
538	41	
539	43	
540	27	
541	24	28
542	6	
543	31	
544	19	
545	35	
546	30	
547	24	
548	34	
549	45	
550	32	
551	29	
552	41	
553	12	
554	6	33
555	13	
556	40	
557	33	
558	45	
559	1	
560	32	
561	27	
562	40	
563	36	
564	19	
565	20	23
566	3	5
567	2	18
568	39	
569	40	
570	10	
571	36	
572	35	
573	26	
574	45	
575	11	
576	46	
577	15	16
578	43	
579	11	
580	44	
581	10	
582	39	
583	42	
584	14	
585	6	
586	11	
587	13	
588	8	
589	48	
590	31	
591	11	
592	32	
593	43	
594	30	
595	27	
596	38	48
597	7	
598	7	
599	40	
600	2	
601	2	
602	38	
603	14	
604	37	
605	20	
606	21	
607	46	
608	35	
609	33	38
610	13	
611	13	
612	11	
613	5	7
614	36	
615	38	
616	30	
617	25	
618	5	24
619	27	
620	41	
621	46	
622	42	
623	42	
624	14	
625	8	
626	33	
627	35	
628	6	
629	36	
630	17	
631	25	
632	37	
633	8	
634	27	
635	33	
636	14	15
637	1	
638	11	
639	11	
640	27	
641	39	
642	8	
643	19	
644	40	
645	37	
646	9	
647	33	
648	10	
649	36	
650	8	
651	6	
652	31	
653	2	27
654	7	
655	4	
656	4	
657	24	
658	42	
659	44	
660	23	
661	25	
662	36	
663	15	
664	44	
665	6	
666	25	
667	29	
668	34	
669	9	
670	12	
671	9	
672	36	
673	42	
674	22	
675	2	
676	9	
677	34	
678	4	
679	39	
680	3	
681	40	
682	7	
683	27	
684	27	
685	41	46
686	23	
687	46	
688	10	
689	44	
690	5	
691	37	
692	13	
693	46	
694	32	
695	24	
696	9	
697	22	
698	45	
699	27	
700	41	
701	48	
702	13	
703	13	
704	21	
705	5	
706	7	
707	9	
708	24	
709	24	
710	7	
711	45	
712	33	
713	6	
714	40	
715	7	
716	14	
717	16	
718	27	
719	44	
720	34	
721	11	
722	46	
723	24	
724	1	
725	10	
726	18	
727	27	
728	42	
729	15	
730	9	
731	15	
732	45	
733	10	
734	12	
735	31	
736	35	
737	24	
738	41	
739	41	
740	41	
741	6	
742	18	
743	22	30
744	32	
745	7	
746	19	
747	5	
748	40	
749	6	
750	13	
751	11	
752	42	
753	2	35
754	35	
755	10	
756	24	
757	38	
758	37	
759	12	
760	32	
761	13	
762	22	
763	13	
764	36	
765	45	
766	17	
767	33	
768	46	
769	4	
770	3	23
771	25	
772	25	
773	38	
774	7	
775	8	27
776	30	
777	33	
778	12	
779	36	
780	30	40
781	15	
782	11	
783	41	
784	27	
785	6	44
786	6	
787	9	
788	22	
789	7	
790	24	40
791	39	41
792	7	
793	27	
794	9	
795	46	
796	20	46
797	22	
798	36	
799	23	
800	32	
801	22	
802	25	
803	44	
804	32	
805	18	
806	35	
807	13	
808	40	
809	2	
810	6	
811	23	
812	27	34
813	48	
814	12	
815	25	
816	15	37
817	33	
818	33	
819	33	
820	42	
821	38	
822	32	
823	36	41
824	27	
825	40	
826	11	44
827	23	
828	20	22
829	2	
830	30	
831	24	
832	12	
833	38	46
834	16	
835	13	
836	6	31
837	11	
838	25	
839	27	
840	45	
841	24	
842	35	
843	44	
844	23	
845	38	
846	45	
847	44	
848	30	
849	24	
850	13	
851	38	
852	25	
853	9	
854	45	
855	10	
856	11	
857	13	
858	30	
859	6	
860	12	
861	24	
862	10	
863	27	39
864	41	
865	44	
866	45	
867	6	
868	42	
869	9	45
870	44	
871	6	
872	41	
873	18	41
874	3	
875	12	
876	18	30
877	13	23
878	44	
879	7	
880	9	
881	35	
882	12	
883	27	
884	9	
885	11	
886	30	
887	24	45
888	6	
889	45	
890	7	
891	25	
892	44	
893	6	9
894	48	
895	36	
896	10	
897	30	
898	36	
899	36	
900	35	
901	48	
902	30	
903	30	
904	6	
905	37	
906	25	
907	11	
908	45	
909	3	11
910	11	
911	33	
912	22	29
913	6	
914	33	36
915	33	
916	33	
917	6	
918	48	
919	23	
920	45	
921	23	
922	12	30
923	44	
924	13	
925	7	
926	33	
927	27	
928	48	
929	33	
930	30	
931	41	
932	30	
933	7	18
934	12	
935	9	
936	41	
937	6	
938	36	
939	11	
940	24	
941	36	
942	25	
943	5	6
944	12	
945	23	
946	44	
947	12	
948	6	
949	7	
950	44	
951	24	
952	36	
953	27	
954	6	
955	27	
956	27	
957	24	
958	35	
959	6	
960	25	
961	35	
962	12	
963	24	
964	12	
965	35	
966	33	40
967	7	
968	30	
969	12	
970	30	
971	33	
972	14	25
973	11	41
974	12	
975	17	44
976	35	45
977	41	
978	36	
979	12	
980	44	
981	27	
982	12	20
983	27	
984	6	
985	8	9
986	6	31
987	6	
988	16	23
989	5	41
990	6	
991	12	
992	16	41
993	44	
994	7	33
995	44	
996	44	
997	12	37
998	9	18
999	27	
1000	21	30
