1	1 17 28 47 
2	15 25 28 29 
3	15 
4	12 17 30 38 
5	22 32 38 47 
6	4 17 34 37 
7	2 12 33 37 
8	24 
9	10 20 35 41 
10	23 
11	6 
12	1 5 18 47 
13	46 
14	9 
15	2 7 8 30 
16	1 15 21 46 
17	10 17 29 45 
18	24 
19	1 7 31 35 
20	7 18 22 44 
21	25 
22	42 
23	5 6 39 46 
24	10 
25	7 
26	13 
27	1 3 40 45 
28	23 
29	24 
30	39 
31	1 4 25 41 
32	1 13 25 40 
33	8 10 12 39 
34	1 17 35 37 
35	2 13 15 42 
36	1 4 5 17 
37	21 
38	23 29 32 47 
39	24 27 29 42 
40	4 
41	4 
42	13 24 31 47 
43	18 32 35 36 
44	25 32 38 47 
45	45 
46	22 
47	5 
48	25 
49	10 27 34 39 
50	7 
51	4 7 21 42 
52	35 
53	7 8 21 42 
54	4 12 17 21 
55	43 
56	4 13 15 45 
57	6 
58	12 24 39 45 
59	5 29 38 42 
60	6 
61	24 
62	22 
63	6 
64	1 5 18 27 
65	14 16 30 47 
66	1 15 22 30 
67	36 
68	4 
69	5 15 22 38 
70	17 23 35 39 
71	29 35 36 42 
72	10 15 27 42 
73	3 7 27 29 
74	14 33 36 37 
75	22 
76	2 
77	47 
78	27 
79	30 31 35 47 
80	15 16 17 42 
81	1 10 35 47 
82	4 
83	6 
84	13 
85	33 37 40 42 
86	2 
87	7 29 33 42 
88	15 
89	17 
90	24 
91	27 
92	5 36 39 43 
93	2 5 26 35 
94	4 
95	1 
96	41 
97	22 29 39 45 
98	22 27 40 42 
99	12 22 25 30 
100	28 
101	1 17 26 38 
102	13 
103	22 35 37 40 
104	10 
105	32 35 44 47 
106	6 12 25 37 
107	5 
108	1 12 13 22 
109	17 28 30 42 
110	24 
111	42 
112	2 4 23 27 
113	11 12 25 41 
114	5 29 34 45 
115	29 
116	5 32 39 40 
117	1 18 30 39 
118	7 
119	15 28 35 47 
120	1 6 35 41 
121	31 
122	4 
123	2 
124	7 
125	1 15 19 39 
126	1 
127	4 12 37 39 
128	16 22 27 28 
129	2 24 29 39 
130	7 10 13 41 
131	1 
132	18 21 27 45 
133	42 
134	6 17 21 29 
135	15 30 34 36 
136	30 
137	35 
138	7 
139	7 15 27 45 
140	38 
141	5 
142	1 
143	1 7 25 45 
144	14 
145	17 
146	8 21 22 33 
147	5 
148	1 22 40 42 
149	22 
150	39 
151	17 
152	30 37 42 45 
153	3 29 36 39 
154	1 2 19 39 
155	16 
156	21 
157	16 19 39 45 
158	34 
159	12 19 24 33 
160	10 
161	15 
162	13 22 39 42 
163	2 3 8 42 
164	39 
165	1 
166	1 18 39 40 
167	39 
168	7 24 39 41 
169	27 32 35 45 
170	13 32 37 44 
171	17 
172	35 
173	35 
174	38 
175	6 
176	4 18 42 46 
177	4 12 28 34 
178	5 12 40 45 
179	42 
180	24 
181	2 30 40 45 
182	20 23 43 45 
183	10 28 30 45 
184	5 
185	15 33 39 45 
186	3 4 30 36 
187	29 
188	1 24 32 34 
189	11 
190	7 35 37 46 
191	14 15 16 20 
192	31 
193	37 
194	18 39 41 42 
195	4 21 22 32 
196	3 17 36 45 
197	45 
198	2 10 25 34 
199	23 29 36 39 
200	32 
201	4 7 19 47 
202	11 17 19 39 
203	9 10 27 42 
204	45 
205	2 7 13 15 
206	1 
207	44 
208	3 4 39 45 
209	6 
210	4 17 30 31 
211	5 15 18 36 
212	7 15 39 42 
213	5 
214	21 30 34 40 
215	7 28 34 35 
216	1 12 17 46 
217	2 16 18 32 
218	1 10 30 45 
219	7 
220	5 27 30 39 
221	2 
222	11 17 30 40 
223	9 
224	12 
225	17 18 28 33 
226	47 
227	15 32 33 47 
228	15 
229	3 
230	10 
231	7 18 28 39 
232	20 
233	10 12 39 42 
234	7 
235	2 
236	8 11 28 32 
237	6 23 28 30 
238	45 
239	5 17 33 43 
240	34 
241	47 
242	4 
243	4 13 33 40 
244	1 30 37 40 
245	30 
246	17 25 34 40 
247	39 
248	4 16 20 22 
249	21 
250	14 17 39 41 
251	6 7 34 40 
252	2 7 23 37 
253	37 
254	42 
255	22 24 35 45 
256	10 
257	39 
258	7 19 30 42 
259	5 15 17 33 
260	11 
261	1 
262	2 17 19 47 
263	18 
264	26 
265	8 16 37 43 
266	10 
267	7 
268	13 28 29 30 
269	13 15 16 45 
270	4 5 29 40 
271	1 13 27 39 
272	10 21 28 36 
273	2 18 19 41 
274	30 
275	46 
276	13 30 39 42 
277	14 18 30 32 
278	16 
279	1 27 30 40 
280	17 
281	1 
282	10 
283	1 5 33 46 
284	25 
285	2 4 5 47 
286	2 37 39 41 
287	4 
288	4 9 22 38 
289	42 
290	13 31 38 40 
291	47 
292	46 
293	29 
294	27 
295	16 18 27 45 
296	18 
297	15 
298	5 
299	1 
300	2 5 9 10 
301	33 
302	44 
303	20 
304	2 26 36 44 
305	1 23 24 34 
306	8 
307	25 26 30 39 
308	5 22 35 38 
309	22 
310	45 
311	15 18 35 45 
312	14 23 27 34 
313	5 15 16 27 
314	4 5 21 35 
315	44 
316	15 24 39 44 
317	34 
318	36 
319	2 11 39 46 
320	21 27 33 35 
321	34 
322	25 
323	22 
324	1 4 6 19 
325	7 10 16 31 
326	19 
327	3 10 40 42 
328	4 12 23 40 
329	14 17 20 39 
330	17 
331	33 36 40 47 
332	17 
333	15 17 18 24 
334	28 37 39 41 
335	16 17 21 47 
336	12 39 43 45 
337	9 13 29 40 
338	35 42 44 47 
339	3 
340	12 14 29 42 
341	32 
342	15 24 27 45 
343	5 
344	15 20 33 40 
345	30 
346	2 12 18 35 
347	4 
348	20 30 41 42 
349	12 
350	14 15 32 44 
351	22 
352	13 
353	2 27 34 39 
354	31 
355	12 
356	13 27 28 42 
357	5 
358	28 
359	30 
360	1 
361	19 
362	4 
363	1 12 26 27 
364	1 7 21 36 
365	6 
366	46 
367	20 
368	10 22 25 47 
369	7 
370	6 13 17 39 
371	3 27 30 39 
372	1 23 31 46 
373	15 22 39 45 
374	42 
375	4 18 41 46 
376	37 
377	42 
378	34 
379	18 30 39 47 
380	45 
381	10 15 35 42 
382	6 
383	9 15 28 38 
384	4 
385	29 
386	24 
387	10 35 37 45 
388	3 42 45 47 
389	42 
390	20 
391	15 42 45 47 
392	7 26 44 45 
393	37 
394	44 
395	5 8 31 45 
396	29 
397	33 
398	10 
399	22 
400	26 
401	47 
402	13 23 26 33 
403	1 
404	7 
405	15 18 40 42 
406	29 33 39 45 
407	46 
408	7 12 13 41 
409	16 29 30 35 
410	45 
411	6 12 16 37 
412	42 43 44 45 
413	15 16 25 34 
414	2 16 21 45 
415	13 18 29 42 
416	17 
417	17 
418	3 38 42 45 
419	1 16 34 45 
420	4 7 21 23 
421	1 24 27 40 
422	39 
423	18 
424	6 
425	13 15 27 42 
426	5 
427	35 
428	14 15 17 40 
429	19 
430	10 21 32 47 
431	37 
432	13 
433	5 
434	6 
435	39 
436	10 18 22 39 
437	1 35 37 46 
438	1 2 7 34 
439	2 24 33 39 
440	6 12 17 20 
441	22 26 33 39 
442	13 
443	5 17 30 42 
444	2 27 30 32 
445	24 
446	22 29 33 40 
447	21 
448	5 7 29 39 
449	6 
450	12 32 37 46 
451	5 
452	2 29 30 43 
453	10 21 30 35 
454	5 6 39 45 
455	13 
456	6 8 16 30 
457	39 
458	19 
459	3 40 45 47 
460	14 22 29 34 
461	18 
462	35 
463	1 6 11 13 
464	4 
465	6 22 26 40 
466	22 
467	7 15 21 47 
468	30 
469	42 
470	29 
471	3 13 24 37 
472	33 36 37 42 
473	2 13 35 36 
474	24 
475	18 21 24 33 
476	6 7 12 15 
477	7 17 22 30 
478	1 
479	30 
480	13 15 33 41 
481	12 19 35 36 
482	9 15 17 42 
483	3 
484	5 10 17 41 
485	5 13 15 39 
486	1 6 30 45 
487	5 7 27 33 
488	39 
489	6 
490	16 
491	14 18 34 45 
492	4 17 23 35 
493	11 
494	1 10 15 45 
495	5 6 22 47 
496	4 11 13 20 
497	12 
498	46 
499	13 28 29 41 
500	9 13 18 21 
501	30 
502	4 
503	43 
504	7 
505	38 
506	46 
507	1 
508	7 13 27 38 
509	6 
510	12 23 39 47 
511	13 27 29 45 
512	3 26 29 30 
513	21 26 35 41 
514	4 6 22 25 
515	33 
516	11 17 23 44 
517	4 
518	13 17 35 45 
519	1 7 13 46 
520	1 31 35 37 
521	12 
522	33 
523	17 33 45 47 
524	20 
525	10 
526	47 
527	14 34 35 38 
528	12 
529	5 
530	12 21 29 42 
531	5 11 27 32 
532	4 6 30 45 
533	2 4 6 37 
534	37 
535	13 22 27 35 
536	21 
537	4 
538	4 10 13 21 
539	6 
540	6 8 21 34 
541	27 
542	14 23 29 42 
543	32 
544	1 2 21 29 
545	13 24 26 30 
546	3 7 8 15 
547	5 7 13 45 
548	10 33 38 42 
549	42 
550	34 
551	17 21 22 35 
552	22 
553	29 
554	6 9 30 33 
555	12 22 46 47 
556	17 
557	15 
558	4 7 24 37 
559	36 
560	46 
561	37 
562	10 
563	7 30 35 43 
564	6 27 42 46 
565	17 32 33 35 
566	21 
567	16 30 32 35 
568	1 7 29 31 
569	46 
570	35 
571	42 
572	26 
573	10 35 42 45 
574	36 
575	19 
576	17 
577	1 14 17 39 
578	34 
579	16 23 31 42 
580	21 
581	15 
582	34 
583	22 
584	6 
585	21 
586	16 
587	2 10 27 45 
588	5 
589	11 13 15 37 
590	9 22 28 29 
591	5 11 23 33 
592	13 
593	16 
594	15 17 27 30 
595	26 
596	4 19 35 40 
597	37 
598	13 19 35 45 
599	45 
600	4 21 24 39 
601	8 
602	5 6 28 29 
603	13 
604	19 
605	27 
606	2 
607	10 
608	17 30 37 46 
609	6 17 24 40 
610	11 
611	1 22 26 41 
612	10 
613	12 
614	6 
615	10 14 19 34 
616	18 
617	2 5 21 34 
618	4 16 30 32 
619	18 
620	6 12 15 21 
621	15 
622	27 
623	15 
624	45 
625	12 16 22 30 
626	43 
627	1 
628	5 
629	5 21 29 33 
630	8 
631	5 19 21 22 
632	13 
633	35 38 41 45 
634	9 31 33 38 
635	20 32 37 38 
636	16 
637	26 33 34 38 
638	12 
639	13 15 36 42 
640	17 27 33 35 
641	20 
642	13 18 28 47 
643	2 19 21 27 
644	10 13 22 44 
645	2 25 40 47 
646	7 12 35 45 
647	4 
648	10 16 35 40 
649	10 13 18 40 
650	10 13 15 26 
651	7 21 41 46 
652	1 9 32 46 
653	45 
654	38 
655	7 12 35 39 
656	46 
657	1 2 20 40 
658	13 20 28 43 
659	5 39 44 45 
660	47 
661	7 20 30 43 
662	40 
663	4 22 30 31 
664	1 24 35 37 
665	20 28 35 42 
666	6 21 24 25 
667	17 
668	17 
669	40 
670	2 16 28 33 
671	1 8 14 39 
672	12 
673	6 20 32 39 
674	1 
675	13 14 19 27 
676	10 16 29 39 
677	37 
678	21 28 40 42 
679	30 
680	1 37 39 40 
681	4 
682	4 
683	4 10 17 37 
684	37 
685	47 
686	1 
687	1 15 16 21 
688	15 16 24 28 
689	3 15 17 33 
690	15 26 34 44 
691	13 30 37 39 
692	39 
693	28 
694	29 
695	27 
696	13 
697	24 
698	43 
699	1 7 31 39 
700	8 29 30 41 
701	1 13 24 32 
702	7 11 22 34 
703	15 
704	45 
705	6 
706	33 37 41 42 
707	10 27 41 46 
708	9 19 21 38 
709	39 
710	15 16 23 33 
711	41 
712	22 37 39 43 
713	42 
714	6 13 22 29 
715	1 14 31 43 
716	1 
717	16 20 22 45 
718	22 
719	11 
