1	48 54 
2	26 43 
3	39 50 
4	10 
5	32 34 
6	16 25 
7	23 
8	10 24 
9	8 
10	19 
11	50 
12	27 
13	18 26 
14	23 30 
15	9 20 
16	24 41 
17	41 
18	16 49 
19	7 19 
20	52 
21	24 
22	4 15 
23	40 46 
24	41 53 
25	18 
26	23 
27	8 
28	4 9 
29	11 16 
30	26 
31	29 
32	54 
33	42 43 
34	27 
35	10 53 
36	12 29 
37	2 
38	1 43 
39	48 50 
40	8 50 
41	55 
42	17 33 
43	51 
44	13 16 
45	6 26 
46	20 30 
47	49 
48	52 
49	30 36 
50	15 47 
51	8 
52	28 
53	8 9 
54	41 
55	53 
56	23 
57	28 44 
58	4 52 
59	20 25 
60	4 16 
61	6 43 
62	36 
63	39 
64	19 
65	37 
66	29 
67	11 51 
68	4 7 
69	16 26 
70	28 54 
71	10 30 
72	7 
73	18 40 
74	10 
75	26 
76	18 50 
77	9 16 
78	2 14 
79	13 
80	24 55 
81	42 
82	8 50 
83	24 53 
84	30 53 
85	16 50 
86	8 40 
87	10 53 
88	27 
89	24 46 
90	40 52 
91	1 
92	49 
93	14 
94	31 
95	1 6 
96	47 
97	11 52 
98	54 
99	45 
100	10 
101	30 49 
102	42 50 
103	54 
104	9 
105	26 33 
106	53 
107	4 19 
108	6 
109	2 
110	3 31 
111	11 
112	16 28 
113	30 
114	42 
115	49 
116	26 35 
117	18 45 
118	1 
119	5 13 
120	19 
121	5 
122	49 
123	17 
124	23 43 
125	54 
126	18 
127	26 
128	17 
129	23 34 
130	2 6 
131	28 43 
132	33 46 
133	46 
134	7 44 
135	10 
136	19 
137	7 17 
138	8 
139	1 
140	49 
141	4 46 
142	10 23 
143	24 
144	16 
145	21 
146	54 
147	49 
148	19 
149	1 
150	1 45 
151	43 
152	5 37 
153	27 53 
154	8 49 
155	27 
156	55 
157	34 
158	33 
159	40 51 
160	6 36 
161	5 26 
162	30 34 
163	43 
164	36 
165	46 
166	55 
167	10 
168	45 
169	1 
170	10 43 
171	30 53 
172	18 22 
173	6 46 
174	33 
175	51 
176	29 
177	12 55 
178	34 
179	33 
180	29 
181	25 33 
182	16 54 
183	21 35 
184	15 46 
185	40 
186	31 44 
187	24 
188	9 34 
189	1 
190	8 
191	8 
192	7 
193	42 
194	41 
195	26 46 
196	27 44 
197	42 
198	31 41 
199	16 43 
200	49 
201	33 
202	17 
203	14 38 
204	16 36 
205	50 
206	16 
207	9 
208	42 
209	54 
210	42 
211	11 26 
212	7 50 
213	23 29 
214	18 
215	15 
216	5 42 
217	18 
218	16 25 
219	31 
220	29 
221	6 
222	15 
223	10 49 
224	51 
225	18 
226	8 44 
227	13 24 
228	49 
229	40 45 
230	1 41 
231	1 
232	31 48 
233	20 53 
234	35 
235	1 15 
236	10 50 
